gene	GFP_rep1	GFP_rep2	GFP_rep3	WT_rep1	WT_rep2	WT_rep3	DA_rep1	DA_rep2	DA_rep3
ENSG00000258878	0	0	0	0	0	0	0	0	0
ENSG00000258879	0	0	0	0	0	0	2	0	0
ENSG00000258880	0	0	0	0	0	0	0	0	0
ENSG00000258881	9	6	8	13	15	14	46	22	38
ENSG00000258882	0	3	1	5	3	1	2	6	4
ENSG00000258883	0	0	0	0	0	0	0	0	0
ENSG00000258884	3	1	0	0	0	0	0	1	1
ENSG00000258885	0	0	0	0	0	0	0	0	0
ENSG00000258886	0	0	0	0	0	0	0	0	0
ENSG00000258887	0	0	0	0	0	0	0	0	0
ENSG00000258888	0	0	0	0	0	0	0	0	2
ENSG00000258890	713	655	694	1288	1416	1343	1568	2258	2388
ENSG00000258891	0	0	0	5	2	2	3	1	2
ENSG00000258892	0	0	0	0	0	0	0	0	0
ENSG00000258893	0	0	0	3	2	5	8	2	8
ENSG00000258894	0	0	0	0	0	0	0	1	0
ENSG00000258895	0	1	0	0	0	0	2	0	0
ENSG00000258896	1	1	0	2	3	1	2	6	5
ENSG00000258897	0	0	0	0	0	0	0	0	0
ENSG00000258899	0	0	0	1	0	0	0	0	1
ENSG00000258900	6	3	5	26	28	32	30	44	40
ENSG00000258901	0	0	0	1	0	0	0	0	0
ENSG00000258902	0	0	0	0	0	0	0	0	2
ENSG00000258903	0	2	0	0	0	0	0	0	0
ENSG00000258904	3	2	1	9	7	5	6	8	7
ENSG00000258905	0	0	0	0	0	0	0	0	0
ENSG00000258906	0	1	0	1	2	0	0	1	3
ENSG00000258907	0	0	0	0	1	1	0	0	0
ENSG00000258908	1	1	1	2	1	3	5	7	6
ENSG00000258909	0	0	0	0	0	0	2	1	0
ENSG00000258910	0	0	1	0	0	0	1	1	0
ENSG00000258911	0	0	0	0	0	0	0	0	0
ENSG00000258912	0	0	0	1	0	0	0	0	0
ENSG00000258913	0	0	0	0	1	1	1	0	0
ENSG00000258914	2	0	0	3	2	0	3	2	2
ENSG00000258915	0	0	1	2	0	3	3	1	5
ENSG00000258916	0	0	0	0	0	0	0	0	0
ENSG00000258917	0	0	0	0	0	0	0	4	0
ENSG00000258918	0	0	0	1	0	0	0	1	0
ENSG00000258919	0	0	0	0	0	0	0	0	0
ENSG00000258920	0	0	6	1	2	5	12	11	6
ENSG00000258921	0	0	0	0	0	0	1	0	0
ENSG00000258922	0	3	3	3	3	2	5	5	9
ENSG00000258923	0	0	0	0	0	0	1	1	0
ENSG00000258924	0	0	0	0	0	0	0	0	0
ENSG00000258925	0	1	3	147	119	3	3	15	11
ENSG00000258926	0	0	0	0	0	0	1	1	1
ENSG00000258927	0	1	1	2	2	2	5	9	5
ENSG00000258928	0	0	0	1	0	0	1	0	0
ENSG00000258929	1	1	1	1	0	0	5	2	3
ENSG00000258930	0	0	0	1	1	0	0	0	1
ENSG00000258931	2	0	0	0	2	3	2	5	1
ENSG00000258932	0	0	2	1	4	6	4	3	2
ENSG00000258933	0	0	0	0	0	0	1	0	0
ENSG00000258934	0	0	0	1	0	0	1	0	1
ENSG00000258935	0	0	0	0	0	0	0	0	0
ENSG00000258938	2	4	3	6	6	8	11	15	7
ENSG00000258940	1	3	4	3	8	4	7	7	7
ENSG00000258941	0	0	0	0	0	0	0	0	0
ENSG00000258942	0	0	0	0	0	0	0	1	0
ENSG00000258943	0	0	0	1	0	0	1	0	0
ENSG00000258944	1	0	9	1	3	9	6	8	10
ENSG00000258945	0	0	0	0	0	0	0	1	0
ENSG00000258946	2	0	0	2	0	0	4	1	3
ENSG00000258947	1	0	2	4	2	1	5	1	1
ENSG00000258948	0	0	0	0	0	1	1	0	0
ENSG00000258949	0	0	1	0	0	0	0	1	2
ENSG00000258951	0	1	0	0	1	0	0	0	0
ENSG00000258952	0	0	0	0	0	0	0	0	0
ENSG00000258954	0	0	0	0	0	0	0	0	0
ENSG00000258955	0	0	0	0	0	0	0	0	0
ENSG00000258956	0	0	0	0	0	0	1	0	0
ENSG00000258957	12	0	4	1	3	4	5	8	4
ENSG00000258958	0	0	0	0	0	0	0	0	0
ENSG00000258959	2	0	0	1	4	4	3	6	0
ENSG00000258960	0	0	0	0	0	0	0	0	0
ENSG00000258962	0	0	0	1	0	0	1	0	0
ENSG00000258963	0	0	0	0	0	0	0	1	0
ENSG00000258964	0	0	0	0	0	0	0	0	0
ENSG00000258965	0	0	0	0	0	0	0	0	0
ENSG00000258966	0	0	0	0	0	0	0	0	1
ENSG00000258967	0	0	0	0	0	0	0	0	0
ENSG00000258968	0	0	0	0	0	0	0	0	0
ENSG00000258969	0	0	0	0	0	0	0	0	1
ENSG00000258970	0	0	0	0	0	0	0	0	0
ENSG00000258971	0	0	0	0	0	1	0	0	0
ENSG00000258972	0	0	0	0	0	0	0	0	0
ENSG00000258973	0	0	0	0	0	0	0	0	0
ENSG00000258975	0	0	0	0	0	0	0	0	0
ENSG00000258976	0	0	2	3	0	0	0	0	0
ENSG00000258977	0	0	0	2	1	0	0	0	4
ENSG00000258978	0	0	0	6	4	12	5	10	9
ENSG00000258979	1	0	0	1	1	4	2	1	2
ENSG00000258980	0	0	0	0	0	2	2	2	1
ENSG00000258981	0	0	0	0	0	0	3	1	0
ENSG00000258982	1	2	1	1	3	1	7	3	3
ENSG00000258983	0	0	1	0	2	0	1	6	0
ENSG00000258984	0	0	0	2	0	1	1	1	2
ENSG00000258985	0	0	0	0	0	0	0	0	0
ENSG00000258986	2	2	1	1	1	4	15	6	3
ENSG00000258987	0	0	0	0	0	0	0	0	0
ENSG00000258988	0	0	0	0	0	0	0	0	0
ENSG00000258989	0	0	0	0	0	0	0	0	0
ENSG00000258990	0	0	0	0	0	0	0	0	0
ENSG00000258991	0	0	0	0	0	0	0	0	3
ENSG00000258992	0	0	0	0	0	0	0	0	0
ENSG00000258993	0	0	0	0	0	0	0	0	0
ENSG00000258994	0	0	0	0	0	0	0	1	0
ENSG00000258995	0	0	0	0	0	0	0	0	0
ENSG00000258996	0	0	0	0	0	0	0	0	0
ENSG00000258997	0	0	0	0	0	0	0	2	0
ENSG00000258998	1	0	0	1	0	0	2	0	0
ENSG00000258999	1	1	0	2	3	1	5	1	4
ENSG00000259000	1	1	4	2	7	1	5	6	4
ENSG00000259001	4695	2591	1929	6043	4765	3405	9241	9358	7661
ENSG00000259002	0	0	0	0	0	0	0	0	0
ENSG00000259003	0	0	0	2	1	0	0	2	0
ENSG00000259004	0	0	0	0	0	0	0	0	2
ENSG00000259005	0	0	0	0	0	0	0	0	0
ENSG00000259006	0	1	2	1	0	0	2	3	0
ENSG00000259007	2	0	0	0	0	0	1	2	0
ENSG00000259008	0	0	0	1	1	3	2	3	2
ENSG00000259009	0	0	0	0	0	0	0	0	0
ENSG00000259010	2	1	0	59	54	2	1	2	5
ENSG00000259011	0	0	0	0	0	0	0	0	1
ENSG00000259012	0	0	0	0	0	0	0	0	0
ENSG00000259013	0	0	0	0	0	0	1	0	0
ENSG00000259015	1	0	0	5	3	6	5	7	8
ENSG00000259016	0	0	0	0	0	0	0	0	0
ENSG00000259017	0	0	0	1	0	0	0	0	0
ENSG00000259018	0	0	0	0	0	0	1	0	0
ENSG00000259019	0	0	0	0	0	0	0	0	0
ENSG00000259020	3	0	3	19	10	5	9	11	11
ENSG00000259021	0	0	0	0	0	0	0	0	0
ENSG00000259022	0	2	2	1	1	3	13	7	7
ENSG00000259023	0	0	0	0	0	0	0	0	0
ENSG00000259024	0	0	0	0	0	0	0	0	0
ENSG00000259025	0	0	0	0	0	0	0	0	0
ENSG00000259026	0	0	0	1	0	0	2	0	0
ENSG00000259028	0	0	0	0	0	0	0	0	0
ENSG00000259029	0	0	0	0	0	0	0	0	0
ENSG00000259030	11	6	8	10	8	10	28	25	23
ENSG00000259031	0	0	0	0	0	0	0	0	0
ENSG00000259032	0	1	1	4	4	1	1	2	4
ENSG00000259033	1	0	1	0	0	0	0	1	3
ENSG00000259034	0	0	0	0	0	0	0	0	0
ENSG00000259035	0	0	0	0	0	0	0	0	0
ENSG00000259036	0	0	0	0	0	0	0	0	0
ENSG00000259037	0	0	0	0	0	0	0	0	0
ENSG00000259038	0	0	0	0	0	0	0	0	0
ENSG00000259039	1	1	1	3	3	2	1	1	2
ENSG00000259040	0	0	0	0	0	0	0	0	0
ENSG00000259041	0	0	0	0	0	0	1	1	0
ENSG00000259042	0	0	0	0	0	0	2	0	0
ENSG00000259043	0	0	0	1	1	0	2	2	1
ENSG00000259044	0	0	0	0	0	0	0	2	0
ENSG00000259045	0	0	0	1	0	0	1	1	0
ENSG00000259046	0	0	0	0	0	1	0	0	0
ENSG00000259047	0	0	0	0	0	0	0	0	0
ENSG00000259048	0	0	0	0	0	0	0	1	0
ENSG00000259049	10	12	10	27	30	20	30	45	31
ENSG00000259050	0	0	4	0	0	2	3	5	0
ENSG00000259051	5	8	8	13	8	7	12	15	18
ENSG00000259052	0	0	2	1	1	2	6	3	3
ENSG00000259053	0	0	0	0	0	0	0	0	0
ENSG00000259054	0	0	0	0	0	0	0	0	1
ENSG00000259055	0	0	0	0	0	1	0	0	0
ENSG00000259056	0	0	0	0	1	0	2	1	1
ENSG00000259057	0	0	0	0	0	0	1	1	3
ENSG00000259058	0	0	0	0	0	0	0	0	1
ENSG00000259059	0	0	0	0	0	0	0	0	0
ENSG00000259060	0	0	0	0	0	0	0	0	0
ENSG00000259061	0	0	0	0	0	0	0	0	0
ENSG00000259062	0	1	0	0	3	3	4	4	7
ENSG00000259063	0	0	0	0	0	0	0	0	0
ENSG00000259064	0	0	0	0	0	0	0	0	1
ENSG00000259065	0	0	0	0	0	1	2	1	2
ENSG00000259066	1	0	3	1	0	1	6	4	5
ENSG00000259067	0	0	0	0	0	0	0	0	0
ENSG00000259068	1	0	0	0	0	0	1	0	0
ENSG00000259069	0	0	0	0	0	0	0	0	1
ENSG00000259070	0	0	1	4	0	0	2	1	2
ENSG00000259071	1	1	5	9	13	8	10	16	13
ENSG00000259072	0	0	0	0	0	0	1	0	2
ENSG00000259073	0	0	0	0	0	0	0	0	0
ENSG00000259074	0	0	0	0	1	0	0	0	0
ENSG00000259075	0	0	0	0	0	0	0	0	0
ENSG00000259076	0	0	0	0	0	0	0	0	0
ENSG00000259077	0	0	0	0	0	0	0	1	1
ENSG00000259078	0	0	0	0	0	0	1	1	1
ENSG00000259079	0	0	1	0	0	0	0	0	0
ENSG00000259080	0	0	0	0	0	0	0	0	0
ENSG00000259081	0	0	3	3	2	1	2	1	5
ENSG00000259082	0	0	0	0	0	0	0	0	1
ENSG00000259083	0	4	2	7	6	1	5	6	8
ENSG00000259084	0	0	0	0	0	0	0	0	0
ENSG00000259086	0	0	0	0	1	0	1	0	0
ENSG00000259087	0	0	0	0	0	1	0	0	0
ENSG00000259088	1	0	0	4	1	4	1	1	4
ENSG00000259089	0	0	0	0	0	0	0	0	0
ENSG00000259090	2	3	4	28	28	2	7	14	14
ENSG00000259091	0	0	0	0	0	0	3	0	2
ENSG00000259092	0	0	0	0	0	0	0	0	0
ENSG00000259093	0	0	0	0	0	0	1	0	1
ENSG00000259094	0	0	0	0	0	0	0	0	0
ENSG00000259095	0	0	0	0	0	0	0	0	0
ENSG00000259096	0	0	0	0	0	1	0	0	1
ENSG00000259097	0	0	0	0	0	0	0	1	0
ENSG00000259098	0	0	0	0	0	1	0	0	0
ENSG00000259099	0	0	0	1	0	0	0	1	2
ENSG00000259100	3	1	1	2	5	0	5	1	4
ENSG00000259101	0	0	0	0	0	0	0	0	0
ENSG00000259102	0	0	0	3	1	0	2	1	1
ENSG00000259103	0	0	0	0	0	0	0	3	1
ENSG00000259104	0	0	0	0	0	0	0	0	0
ENSG00000259105	0	0	0	0	0	1	4	0	1
ENSG00000259106	0	0	0	0	0	0	0	1	0
ENSG00000259107	0	0	0	0	0	0	0	0	0
ENSG00000259108	0	0	0	0	0	0	1	0	0
ENSG00000259109	0	1	0	0	0	0	0	0	0
ENSG00000259110	0	0	0	0	0	0	0	0	0
ENSG00000259111	0	0	0	0	0	0	0	0	0
ENSG00000259112	0	0	0	0	0	0	0	0	0
ENSG00000259113	0	0	0	0	0	2	1	2	3
ENSG00000259114	0	0	0	0	0	0	0	0	0
ENSG00000259115	0	0	0	0	0	0	0	0	0
ENSG00000259116	0	0	0	0	1	2	1	0	3
ENSG00000259117	0	1	0	1	1	2	0	1	0
ENSG00000259118	0	0	1	0	1	2	4	3	4
ENSG00000259119	0	0	0	1	0	0	0	1	0
ENSG00000259120	0	0	0	0	0	0	0	0	0
ENSG00000259121	0	0	0	0	0	0	0	0	1
ENSG00000259122	0	0	0	0	0	0	0	0	0
ENSG00000259123	0	0	0	0	0	0	0	0	0
ENSG00000259124	0	0	0	0	0	0	0	0	0
ENSG00000259125	0	0	0	0	0	0	0	0	0
ENSG00000259126	0	0	0	0	0	0	1	0	0
ENSG00000259128	0	0	0	0	0	0	0	0	0
ENSG00000259129	37	21	51	74	88	109	87	140	151
ENSG00000259130	1	0	3	4	1	3	2	0	4
ENSG00000259132	0	0	0	0	0	0	0	0	0
ENSG00000259133	0	0	0	0	2	0	0	0	0
ENSG00000259134	0	0	0	0	0	0	0	3	0
ENSG00000259135	0	0	0	1	0	0	0	0	0
ENSG00000259136	0	0	0	0	0	0	1	0	0
ENSG00000259137	0	2	1	6	2	4	2	3	6
ENSG00000259138	7	0	3	5	18	10	8	15	15
ENSG00000259139	0	0	0	0	0	0	0	0	0
ENSG00000259140	0	0	0	1	0	0	0	0	3
ENSG00000259142	0	0	0	0	0	0	0	0	0
ENSG00000259143	0	0	0	0	0	0	0	0	0
ENSG00000259144	0	1	0	1	0	3	1	0	5
ENSG00000259145	0	0	0	0	0	0	0	0	0
ENSG00000259146	0	1	0	1	1	0	3	0	0
ENSG00000259148	0	1	0	1	0	2	0	3	1
ENSG00000259149	0	0	0	0	0	0	0	0	0
ENSG00000259150	0	0	0	1	0	0	1	0	0
ENSG00000259151	0	0	2	2	5	2	8	5	11
ENSG00000259152	0	0	0	0	0	0	0	0	0
ENSG00000259153	17	9	9	18	24	21	26	49	58
ENSG00000259154	0	0	0	0	0	0	0	0	0
ENSG00000259155	0	0	0	0	0	0	1	0	0
ENSG00000259156	0	2	0	0	0	0	2	0	0
ENSG00000259157	0	0	0	0	0	0	0	0	0
ENSG00000259158	5	2	0	2	7	4	6	9	12
ENSG00000259159	0	0	0	0	0	0	0	0	0
ENSG00000259160	0	0	0	0	0	0	0	1	0
ENSG00000259161	20	14	8	1	0	12	26	41	16
ENSG00000259162	0	0	0	0	0	1	0	0	2
ENSG00000259163	0	0	0	2	1	0	0	0	2
ENSG00000259164	0	0	0	0	0	0	0	0	0
ENSG00000259165	0	0	1	0	0	0	2	1	1
ENSG00000259166	0	0	0	0	0	0	0	0	0
ENSG00000259167	0	0	0	0	0	0	0	2	1
ENSG00000259168	0	0	0	0	0	0	0	0	0
ENSG00000259169	0	0	0	0	0	0	0	0	0
ENSG00000259170	0	0	0	0	0	0	0	1	0
ENSG00000259171	0	0	0	0	0	0	0	0	0
ENSG00000259172	0	1	2	6	10	7	13	17	9
ENSG00000259173	0	2	6	4	4	8	16	18	16
ENSG00000259174	0	0	0	0	0	0	0	0	0
ENSG00000259175	0	1	0	0	0	0	0	0	1
ENSG00000259176	0	0	0	1	0	1	3	0	4
ENSG00000259177	0	0	0	0	0	0	0	0	0
ENSG00000259178	0	0	0	1	0	0	0	0	0
ENSG00000259179	0	0	0	0	4	0	0	0	0
ENSG00000259180	0	0	0	0	0	0	0	0	0
ENSG00000259181	0	0	0	0	0	0	0	1	0
ENSG00000259182	0	0	0	0	0	0	0	0	0
ENSG00000259183	0	0	0	2	0	0	0	0	0
ENSG00000259184	0	0	0	0	0	0	0	0	0
ENSG00000259185	0	0	0	1	0	1	1	0	1
ENSG00000259186	0	0	0	0	0	0	0	0	0
ENSG00000259187	0	0	0	0	0	0	0	0	0
ENSG00000259188	0	0	0	1	0	0	0	0	0
ENSG00000259191	0	0	0	1	1	4	2	2	0
ENSG00000259192	0	0	0	0	0	0	0	1	0
ENSG00000259194	0	0	0	0	0	0	0	0	0
ENSG00000259195	0	0	0	0	0	0	0	0	0
ENSG00000259196	8	2	7	4	6	7	6	8	11
ENSG00000259198	0	0	0	2	0	0	0	0	1
ENSG00000259199	0	0	0	0	0	0	1	1	0
ENSG00000259200	0	0	0	0	0	0	1	0	0
ENSG00000259201	0	0	0	0	0	0	0	0	0
ENSG00000259202	0	0	0	0	0	0	0	0	1
ENSG00000259203	0	0	0	0	0	0	0	0	1
ENSG00000259204	0	0	0	0	0	0	0	1	0
ENSG00000259205	0	0	3	3	2	4	5	5	11
ENSG00000259206	0	0	0	0	0	0	0	0	0
ENSG00000259207	1	2	4	2	3	3	8	5	6
ENSG00000259208	0	0	0	0	0	0	0	2	0
ENSG00000259209	6	0	4	4	8	3	8	5	2
ENSG00000259211	1	0	0	0	0	0	3	0	0
ENSG00000259212	0	0	0	0	1	1	0	0	0
ENSG00000259213	0	0	0	0	0	0	0	0	0
ENSG00000259214	0	0	0	0	0	0	0	0	0
ENSG00000259215	6	0	1	0	2	3	1	1	4
ENSG00000259216	0	0	1	2	0	0	3	2	8
ENSG00000259217	0	0	0	0	0	0	0	0	0
ENSG00000259218	0	0	0	2	0	0	0	0	1
ENSG00000259219	2	0	0	1	0	0	3	1	3
ENSG00000259221	0	0	0	0	0	0	1	0	0
ENSG00000259222	0	0	0	0	0	0	0	0	0
ENSG00000259223	0	0	0	0	0	0	0	0	1
ENSG00000259224	0	0	0	2	0	0	1	1	2
ENSG00000259225	0	0	0	0	0	0	0	1	2
ENSG00000259227	0	0	0	0	0	0	0	0	0
ENSG00000259228	0	0	0	3	2	0	1	6	7
ENSG00000259229	0	0	0	0	0	0	0	0	1
ENSG00000259230	1	1	1	0	0	0	1	0	0
ENSG00000259231	0	0	0	0	0	0	0	0	0
ENSG00000259232	0	2	0	1	2	1	3	1	3
ENSG00000259233	0	0	0	0	0	0	0	0	0
ENSG00000259234	0	0	0	0	0	0	0	0	1
ENSG00000259235	0	0	0	0	1	0	0	0	0
ENSG00000259236	9	12	7	17	9	5	26	15	29
ENSG00000259237	0	0	0	0	0	0	0	0	1
ENSG00000259238	4	0	0	0	0	0	0	0	0
ENSG00000259239	0	0	0	0	0	1	0	0	0
ENSG00000259240	2	6	2	5	5	4	4	1	3
ENSG00000259241	1	0	0	0	0	0	0	0	0
ENSG00000259242	0	0	0	0	0	0	1	0	0
ENSG00000259243	0	0	1	0	0	0	0	0	0
ENSG00000259244	0	5	1	4	3	1	9	11	11
ENSG00000259245	0	0	1	0	0	0	0	0	0
ENSG00000259246	0	0	0	0	0	0	0	0	0
ENSG00000259247	0	0	0	0	0	0	0	0	0
ENSG00000259248	12	11	10	18	30	26	12	22	25
ENSG00000259250	0	0	0	0	0	0	2	0	0
ENSG00000259251	0	0	3	2	3	1	1	2	3
ENSG00000259252	0	0	0	0	0	0	2	0	0
ENSG00000259254	0	0	0	1	2	1	1	2	5
ENSG00000259255	0	0	0	0	0	0	2	0	0
ENSG00000259256	0	0	1	0	0	0	0	1	0
ENSG00000259257	2	0	1	4	7	7	10	7	8
ENSG00000259258	0	0	0	0	0	0	0	0	0
ENSG00000259259	0	0	0	1	3	3	2	5	4
ENSG00000259261	0	0	0	0	0	0	0	0	0
ENSG00000259262	0	0	0	0	0	1	0	0	0
ENSG00000259264	0	1	2	1	0	1	4	6	4
ENSG00000259265	0	0	0	0	0	0	1	6	2
ENSG00000259266	0	0	0	0	0	0	0	0	0
ENSG00000259267	0	0	0	0	0	0	0	0	0
ENSG00000259268	0	0	0	0	0	0	1	0	0
ENSG00000259269	0	0	0	0	0	0	0	0	0
ENSG00000259270	0	0	0	0	0	0	0	0	0
ENSG00000259271	0	0	0	0	0	0	0	0	0
ENSG00000259273	0	0	0	0	0	0	0	2	0
ENSG00000259274	0	0	1	3	0	1	0	1	2
ENSG00000259275	0	0	0	0	1	0	0	1	0
ENSG00000259276	0	0	0	0	0	0	0	0	1
ENSG00000259277	0	0	0	0	0	0	0	0	0
ENSG00000259278	0	0	0	0	0	0	2	0	0
ENSG00000259279	0	0	0	1	0	0	4	1	0
ENSG00000259280	0	0	0	0	0	2	0	1	0
ENSG00000259281	0	0	0	0	0	0	0	0	0
ENSG00000259282	0	0	0	0	0	0	0	1	0
ENSG00000259283	1	0	0	0	0	0	0	1	0
ENSG00000259284	0	0	0	0	0	0	0	0	0
ENSG00000259285	0	1	0	0	1	3	2	0	1
ENSG00000259286	0	0	0	0	0	0	0	0	1
ENSG00000259287	0	1	5	5	10	2	12	7	9
ENSG00000259288	0	0	0	0	0	0	0	0	0
ENSG00000259289	0	0	0	0	0	0	0	0	0
ENSG00000259290	1	0	6	5	2	3	3	4	5
ENSG00000259291	9	1	2	8	12	14	16	18	19
ENSG00000259293	0	1	0	0	0	0	1	0	1
ENSG00000259294	0	0	0	0	0	0	0	0	0
ENSG00000259295	10	4	7	9	11	6	5	9	11
ENSG00000259296	0	0	0	0	0	1	0	0	1
ENSG00000259298	0	0	0	2	0	1	0	0	0
ENSG00000259299	2	4	2	6	6	9	7	13	9
ENSG00000259300	0	0	0	0	0	0	0	0	1
ENSG00000259301	0	0	0	0	0	0	0	0	0
ENSG00000259302	0	0	0	0	0	0	0	0	0
ENSG00000259303	0	0	0	0	0	0	0	0	0
ENSG00000259304	1	0	0	1	0	0	0	2	0
ENSG00000259305	0	2	0	1	1	1	3	1	2
ENSG00000259306	1	0	0	3	0	3	4	2	4
ENSG00000259307	0	0	0	0	0	0	0	0	0
ENSG00000259308	0	0	0	0	0	0	0	0	0
ENSG00000259309	0	0	0	0	0	0	0	0	0
ENSG00000259310	0	0	0	0	0	0	0	0	0
ENSG00000259312	0	0	0	2	0	0	0	0	0
ENSG00000259314	1	0	0	1	0	2	2	1	2
ENSG00000259315	4	4	4	12	6	10	8	11	15
ENSG00000259316	3	4	6	27	23	18	12	25	22
ENSG00000259317	0	0	0	0	1	0	2	3	1
ENSG00000259318	6	8	8	27	18	16	25	36	33
ENSG00000259319	0	1	3	9	7	6	12	11	12
ENSG00000259320	0	0	0	0	0	0	1	0	0
ENSG00000259321	0	0	2	3	3	1	6	2	15
ENSG00000259322	0	0	2	2	0	0	3	1	0
ENSG00000259323	0	0	0	0	0	0	0	0	0
ENSG00000259324	0	0	0	0	0	0	1	0	1
ENSG00000259325	0	0	0	0	0	1	0	0	0
ENSG00000259326	16	16	27	47	46	46	52	89	88
ENSG00000259327	0	0	0	0	0	0	0	0	0
ENSG00000259328	0	0	0	0	0	0	0	0	0
ENSG00000259330	21	14	14	21	40	23	43	48	51
ENSG00000259331	0	0	0	0	0	0	0	1	0
ENSG00000259332	0	0	0	0	0	0	0	0	0
ENSG00000259333	0	0	0	1	0	0	0	0	0
ENSG00000259334	0	0	0	0	0	0	2	1	2
ENSG00000259335	0	1	0	0	1	0	0	3	3
ENSG00000259336	2	0	2	7	5	5	7	13	3
ENSG00000259337	0	0	0	0	0	0	0	0	0
ENSG00000259338	0	0	0	0	0	0	0	0	1
ENSG00000259339	0	0	1	0	0	0	0	0	0
ENSG00000259340	0	0	0	2	2	0	0	1	0
ENSG00000259341	0	0	0	0	0	0	0	0	0
ENSG00000259342	0	0	0	0	0	0	0	0	0
ENSG00000259343	4	5	5	11	7	7	6	6	11
ENSG00000259344	19	16	10	16	25	30	24	34	45
ENSG00000259345	0	0	1	0	1	1	2	8	5
ENSG00000259346	0	0	0	1	0	0	0	0	1
ENSG00000259347	0	0	0	0	0	0	1	1	0
ENSG00000259348	0	0	0	0	0	0	0	2	0
ENSG00000259349	1	3	1	3	10	2	13	2	8
ENSG00000259350	0	0	0	0	0	0	0	0	0
ENSG00000259351	1	0	0	0	0	1	0	0	0
ENSG00000259352	0	0	0	0	0	0	0	0	0
ENSG00000259353	0	0	0	0	0	0	0	0	2
ENSG00000259354	0	0	0	0	0	0	1	2	0
ENSG00000259356	0	0	0	0	0	2	1	0	0
ENSG00000259357	3	1	2	4	5	3	8	3	10
ENSG00000259358	5	3	11	16	16	17	18	16	25
ENSG00000259359	0	0	0	1	0	0	0	0	0
ENSG00000259360	0	0	2	1	0	0	2	0	0
ENSG00000259361	0	0	0	2	0	0	2	0	1
ENSG00000259362	2	0	3	4	3	5	4	10	12
ENSG00000259363	2	0	5	4	10	8	10	10	12
ENSG00000259364	0	0	0	0	0	0	0	0	0
ENSG00000259365	0	0	0	0	0	0	0	0	0
ENSG00000259366	12	16	11	51	44	32	55	75	54
ENSG00000259367	0	0	0	0	1	0	3	0	0
ENSG00000259368	0	0	0	0	1	0	0	0	0
ENSG00000259369	0	0	0	0	0	0	1	0	0
ENSG00000259370	3	1	0	0	0	0	2	0	1
ENSG00000259371	0	0	0	0	0	0	0	0	0
ENSG00000259372	0	0	2	5	2	2	1	4	9
ENSG00000259374	0	0	2	1	1	3	8	3	8
ENSG00000259375	0	0	1	0	0	1	0	0	1
ENSG00000259376	0	0	0	0	0	0	0	0	1
ENSG00000259377	2	0	2	2	3	0	3	4	4
ENSG00000259378	11	9	25	20	22	20	18	35	24
ENSG00000259379	0	0	0	0	0	0	1	0	0
ENSG00000259380	0	0	0	0	1	0	0	4	1
ENSG00000259381	0	0	0	0	1	0	1	1	4
ENSG00000259383	0	0	0	0	0	0	0	0	0
ENSG00000259384	0	0	0	1	0	0	2	0	0
ENSG00000259385	0	0	0	0	0	0	0	0	0
ENSG00000259387	0	0	0	0	0	0	0	0	0
ENSG00000259388	1	1	1	7	3	1	4	1	4
ENSG00000259389	0	0	0	0	0	0	0	0	0
ENSG00000259390	0	0	0	0	0	0	0	0	1
ENSG00000259392	0	0	0	1	0	0	0	0	0
ENSG00000259393	0	0	0	0	0	0	0	0	0
ENSG00000259394	2	0	4	12	5	4	7	9	5
ENSG00000259395	0	0	0	2	0	0	1	1	3
ENSG00000259396	1	5	4	16	12	11	14	20	21
ENSG00000259397	0	0	0	1	1	0	1	0	1
ENSG00000259398	4	0	4	4	5	1	3	11	9
ENSG00000259399	0	0	0	0	0	0	0	0	0
ENSG00000259400	0	0	0	0	0	0	0	0	0
ENSG00000259401	0	0	0	0	0	0	0	0	4
ENSG00000259402	0	0	0	2	1	0	1	0	0
ENSG00000259403	0	0	0	0	0	0	0	0	0
ENSG00000259404	16	13	13	35	33	27	36	52	53
ENSG00000259405	0	1	0	6	5	1	3	2	2
ENSG00000259407	0	2	1	6	5	1	2	7	11
ENSG00000259408	3	2	5	7	8	8	6	9	9
ENSG00000259409	0	0	0	0	0	0	0	0	0
ENSG00000259410	0	0	0	0	0	0	0	0	0
ENSG00000259411	0	0	0	0	0	0	1	1	1
ENSG00000259413	0	0	1	1	3	0	1	1	1
ENSG00000259414	0	0	0	0	0	0	0	0	0
ENSG00000259415	1	6	7	18	20	19	21	27	27
ENSG00000259416	0	0	0	1	1	3	3	3	1
ENSG00000259417	1	3	0	0	0	3	3	0	2
ENSG00000259418	0	0	0	0	0	0	0	0	0
ENSG00000259419	7	1	0	8	13	6	7	10	6
ENSG00000259420	1	0	0	0	0	0	2	0	0
ENSG00000259421	0	0	0	0	0	0	0	0	0
ENSG00000259422	0	0	3	5	1	1	1	2	6
ENSG00000259423	0	0	0	0	0	0	1	0	0
ENSG00000259424	0	1	0	3	2	4	4	1	3
ENSG00000259425	1	2	6	4	3	3	12	11	16
ENSG00000259426	1	4	1	5	6	4	2	6	12
ENSG00000259427	0	0	0	0	0	0	0	0	0
ENSG00000259428	0	0	0	0	0	0	2	2	0
ENSG00000259429	0	0	0	0	0	0	0	0	0
ENSG00000259430	0	0	0	0	0	0	0	1	0
ENSG00000259431	30	23	25	54	49	33	75	86	83
ENSG00000259432	1	0	0	1	2	2	2	3	2
